SAP Num,Manufacturer part no.,Base model code,Processor,Memory,HDD,Graphics,Mouse and Trackpad,Keyboard Options,VESA Mount,Power,Colour,Stock,ALP,DAC
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2449.166667,2377
5184479,Z0VR_83_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2481.666667,2409.08
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2514.996667,2441.16
5184331,Z0VR_2000412760_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2149.166667,2086.28
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2182.496667,2118.36
5184424,Z0VR_58_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2190.836667,2126.38
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2224.166667,2158.46
5184425,Z0VR_59_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2256.666667,2190.54
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2289.996667,2222.62
5184379,Z0VR_33_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2299.166667,2232.65
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2332.496667,2264.73
5189124,Z0VR_114_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2340.836667,2272.75
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2374.166667,2304.83
5189125,Z0VR_115_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2406.666667,2336.91
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2439.996667,2368.99
5184380,Z0VR_2000428776_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2374.166667,2304.83
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2407.496667,2336.91
5189126,Z0VR_116_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2415.836667,2344.93
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2449.166667,2377.01
5189127,Z0VR_117_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2481.666667,2409.09
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2514.996667,2441.17
5184381,Z0VR_2000464057_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2224.166667,2159.46
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2257.496667,2191.54
5189128,Z0VR_118_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2265.836667,2199.56
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2299.166667,2231.64
5189129,Z0VR_119_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2331.666667,2263.72
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2364.996667,2295.8
5184382,Z0VR_2000417852_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2374.166667,2304.83
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2407.496667,2336.91
5189130,Z0VR_120_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2415.836667,2344.93
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2449.166667,2377.01
5189131,Z0VR_121_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2481.666667,2409.09
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2514.996667,2441.17
5184383,Z0VR_2000416011_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2524.166667,2451.19
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2557.496667,2483.27
5189132,Z0VR_122_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2565.836667,2491.29
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2599.166667,2523.37
5189133,Z0VR_123_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2631.666667,2555.45
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",16GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2664.996667,2587.53
5184332,Z0VR_2000416010_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",32GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2449.166667,2378.01
5296330,Z0VV_2000428308_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",32GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2482.496667,2410.09
5184426,Z0VR_60_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",32GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2490.836667,2418.11
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",32GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2524.166667,2450.19
5184427,Z0VR_61_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",32GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2556.666667,2482.27
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",32GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2589.996667,2514.35
5184384,Z0VR_2000439364_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",32GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2599.166667,2524.38
